127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135.0,135.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
127.0.0.1,1715508419,0.498439073562622,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33.0,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,500.0,94.0,0.0,0.0,0.0,0.0,0.018224,0.186,1.0,2.0,94.0,0.9789497510185604,0.9743589743589745,0.018224,1.0,0.0,0.0,0.0,0.0
